icd9_code,short_title,long_title
0412,Pneumococcus infect NOS,Pneumococcus infection in conditions classified elsewhere and of unspecified site
81382,Fracture ulna NOS-closed,Closed fracture of unspecified part of ulna (alone)
V5423,Aftercare path fx hip,Aftercare for healing pathologic fracture of hip
2443,Iatrogen hypothyroid NEC,Other iatrogenic hypothyroidism
33183,Mild cognitive impairemt,"Mild cognitive impairment, so stated"
V5811,Antineoplastic chemo enc,Encounter for antineoplastic chemotherapy
90081,Inj extern jugular vein,Injury to external jugular vein
7108,Diff connect tis dis NEC,Other specified diffuse diseases of connective tissue
99684,Compl lung transplant,Complications of transplanted lung
7104,Polymyositis,Polymyositis
7831,Abnormal weight gain,Abnormal weight gain
78055,Irreg sleep-wake rhy NOS,"Disruption of 24 hour sleep wake cycle, unspecified"
86122,Lung laceration-closed,Laceration of lung without mention of open wound into thorax
1100,Dermatophyt scalp/beard,Dermatophytosis of scalp and beard
6979,Lichen NOS,"Lichen, unspecified"
E8714,Postendoscopy forgn body,Foreign object left in body during endoscopic examination
1844,Malign neopl vulva NOS,"Malignant neoplasm of vulva, unspecified site"
45119,Deep phlebitis-leg NEC,"Phlebitis and thrombophlebitis of deep veins of lower extremities, other"
66604,Third-stage hem-postpart,"Third-stage postpartum hemorrhage, postpartum condition or complication"
74769,Oth spcf prph vscl anoml,Anomalies of other specified sites of peripheral vascular system
6159,Uterine inflam dis NOS,Unspecified inflammatory disease of uterus
3619,Retinal detachment NOS,Unspecified retinal detachment
36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36105,"Recent detachment, total","Recent retinal detachment, total or subtotal"
3951,Rheumatic aortic insuff,Rheumatic aortic insufficiency
99830,Wound disruption NOS,"Disruption of wound, unspecified"
37275,Conjunctival cysts,Conjunctival cysts
72971,Nontraum comp syn-up ext,Nontraumatic compartment syndrome of upper extremity
4789,Upper resp dis NEC/NOS,Other and unspecified diseases of upper respiratory tract
73670,Acq ankle-foot def NOS,"Unspecified deformity of ankle and foot, acquired"
3380,Central pain syndrome,Central pain syndrome
5078,Solid/liq pneumonit NEC,Pneumonitis due to other solids and liquids
79022,Impaired oral glucse tol,Impaired glucose tolerance test (oral)
4612,Ac ethmoidal sinusitis,Acute ethmoidal sinusitis
01803,Ac miliary tb-micro dx,"Acute miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
V1049,Hx-male genit malig NEC,Personal history of malignant neoplasm of other male genital organs
64813,Thyroid dysfunc-antepart,"Thyroid dysfunction of mother, antepartum condition or complication"
36362,Expulsive choroid hemorr,Expulsive choroidal hemorrhage
5219,Hard tiss dis teeth NOS,Unspecified disease of hard tissues of teeth
8901,Open wnd hip/thigh-compl,"Open wound of hip and thigh, complicated"
85140,Cerebel/brain stm contus,"Cerebellar or brain stem contusion without mention of open intracranial wound, unspecified state of consciousness"
6962,Parapsoriasis,Parapsoriasis
V1529,Hx surgery to organs NEC,Personal history of surgery to other organs
7587,Klinefelter's syndrome,Klinefelter's syndrome
20290,Unsp lym unsp xtrndl org,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites"
V6889,Administrtve encount NEC,Encounters for other specified administrative purpose
44620,Hypersensit angiitis NOS,"Hypersensitivity angiitis, unspecified"
29540,Schizophreniform dis NOS,"Schizophreniform disorder, unspecified"
E9410,Adv eff cholinergics,Parasympathomimetics [cholinergics] causing adverse effects in therapeutic use
81311,Fx olecran proc ulna-opn,Open fracture of olecranon process of ulna
82001,Fx up femur epiphy-clos,Closed fracture of epiphysis (separation) (upper) of neck of femur
83942,Dislocat sacrum-closed,"Closed dislocation, sacrum"
E8219,Oth off-road mv-pers NOS,Nontraffic accident involving other off-road motor vehicle injuring unspecified person
36970,"Low vision, one eye","Moderate or severe impairment, one eye, impairment level not further specified"
7771,Meconium obstruction,Meconium obstruction in fetus or newborn
80115,Cl skl base fx-deep coma,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
71831,Recur dislocat-shlder,"Recurrent dislocation of joint, shoulder region"
7529,Genital organ anom NOS,Unspecified anomaly of genital organs
32721,Prim central sleep apnea,Primary central sleep apnea
82132,Fx low femur epiphy-open,Open fracture of epiphysis. Lower (separation) of femur
85189,Brain lacer NEC-concuss,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified"
55011,Recur unil ing hern-obst,"Inguinal hernia, with obstruction, without mention of gangrene, unilateral or unspecified,recurrent"
8792,Opn wnd anterior abdomen,"Open wound of abdominal wall, anterior, without mention of complication"
29699,Episodic mood disord NEC,Other specified episodic mood disorder
74761,Gstrontest vesl anomaly,Gastrointestinal vessel anomaly
7292,Neuralgia/neuritis NOS,"Neuralgia, neuritis, and radiculitis, unspecified"
73810,Unspf acq deformity head,Unspecified acquired deformity of head
80321,Cl skull fx NEC w/o coma,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
99643,Broke prosthtc jt implnt,Broken prosthetic joint implant
9670,Poisoning-barbiturates,Poisoning by barbiturates
E9501,Poison-barbiturates,Suicide and self-inflicted poisoning by barbiturates
9941,Drowning/nonfatal submer,Drowning and nonfatal submersion
90234,Injury splenic vein,Injury to splenic vein
90233,Injury portal vein,Injury to portal vein
20021,Burkitt's tumor head,"Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck"
2143,Lipoma intra-abdominal,Lipoma of intra-abdominal organs
7570,Hereditary edema of legs,Hereditary edema of legs
8620,Diaphragm injury-closed,"Injury to diaphragm, without mention of open wound into cavity"
86320,Small intest inj NOS-cl,"Injury to small intestine, unspecified site, without open wound into cavity"
63381,Ectpc prg NEC w int preg,Other ectopic pregnancy with intrauterine pregnancy
63391,Ectp preg NOS w int preg,Unspecified ectopic pregnancy with intrauterine pregnancy
44032,Ath ext nonautlg bps gft,Atherosclerosis of nonautologous biological bypass graft of the extremities
80105,Cl skl base fx-deep coma,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
87330,Open wnd nose NOS-compl,"Open wound of nose, unspecified site, complicated"
2758,Dis mineral metabol NEC,Other specified disorders of mineral metabolism
1251,Malayan filariasis,Malayan filariasis
2698,Nutrition deficiency NEC,Other nutritional deficiency
V503,Ear piercing,Ear piercing
9779,Poison-medicinal agt NOS,Poisoning by unspecified drug or medicinal substance
E9805,Undet pois-med agnt NOS,"Poisoning by unspecified drug or medicinal substance, undetermined whether accidentally or purposely inflicted"
1511,Malignant neo pylorus,Malignant neoplasm of pylorus
86330,Small intest inj NOS-opn,"Injury to small intestine, unspecified site, with open wound into cavity"
8742,Open wound thyroid gland,"Open wound of thyroid gland, without mention of complication"
3897,"Deaf, nonspeaking NEC","Deaf, nonspeaking, not elsewhere classifiable"
2894,Hypersplenism,Hypersplenism
2182,Subserous leiomyoma,Subserous leiomyoma of uterus
28262,Hb-SS disease w crisis,Hb-SS disease with crisis
5173,Acute chest syndrome,Acute chest syndrome
80375,Opn skl fx NEC-deep coma,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
E9382,Adv eff gas anesthet NEC,Other gaseous anesthetics causing adverse effects in therapeutic use
9090,Late eff drug poisoning,"Late effect of poisoning due to drug, medicinal or biological substance"
E9292,Late eff acc poisoning,Late effects of accidental poisoning
60490,Orchitis/epididymit NOS,"Orchitis and epididymitis, unspecified"
2281,"Lymphangioma, any site","Lymphangioma, any site"
80135,Cl skl base fx-deep coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
700,Corns and callosities,Corns and callosities
20920,Mal crcnd prim site unkn,Malignant carcinoid tumor of unknown primary site
74762,Renal vessel anomaly,Renal vessel anomaly
34282,Ot sp hmiplg nondmnt sde,Other specified hemiplegia and hemiparesis affecting nondominant side
53500,Acute gastrtis w/o hmrhg,"Acute gastritis, without mention of hemorrhage"
71238,Chondrocalc NOS-oth site,"Chondrocalcinosis, unspecified, other specified sites"
38908,Cond hear loss comb type,Conductive hearing loss of combined types
2126,Benign neoplasm thymus,Benign neoplasm of thymus
80076,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
81251,Supracondyl fx humer-opn,Open supracondylar fracture of humerus
73088,Bone infect NEC-oth site,"Other infections involving bone in diseases classified elsewhere, other specified sites"
01504,TB of vertebra-cult dx,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
E8129,Mv collis NOS-pers NOS,Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person
52801,Mucosits d/t antineo rx,Mucositis (ulcerative) due to antineoplastic therapy
6019,Prostatitis NOS,"Prostatitis, unspecified"
1707,Mal neo long bones leg,Malignant neoplasm of long bones of lower limb
V1081,Hx of bone malignancy,Personal history of malignant neoplasm of bone
4386,Alteration of sensations,"Late effects of cerebrovascular disease, alterations of sensations"
V029,Carrier NEC,Carrier or suspected carrier of other specified infectious organism
E8140,Mv coll w pedest-driver,Motor vehicle traffic accident involving collision with pedestrian injuring driver of motor vehicle other than motorcycle
6038,Hydrocele NEC,Other specified types of hydrocele
V1541,Hx of physical abuse,History of physical abuse
4559,Residual hemorrhoid tags,Residual hemorrhoidal skin tags
86412,"Liver lacerat, minor-opn","Injury to liver with open wound into cavity, laceration, minor"
9920,Heat stroke & sunstroke,Heat stroke and sunstroke
2594,Dwarfism NEC,"Dwarfism, not elsewhere classified"
81203,Fx gr tuberos humerus-cl,Closed fracture of greater tuberosity of humerus
53570,Eosinophil gastrt wo hem,"Eosinophilic gastritis, without mention of hemorrhage"
2728,Lipoid metabol dis NEC,Other disorders of lipoid metabolism
7354,Other hammer toe,Other hammer toe (acquired)
75240,Cervix/fem gen anom NOS,"Unspecified anomaly of cervix, vagina, and external female genitalia"
37921,Vitreous degeneration,Vitreous degeneration
74193,Spina bifida-lumbar,"Spina bifida without mention of hydrocephalus, lumbar region"
E9108,Accidental drowning NEC,Other accidental drowning or submersion
9161,Abrasion hip/leg-infect,"Abrasion or friction burn of hip, thigh, leg, and ankle, infected"
0970,Late syphilis NOS,"Late syphilis, unspecified"
0041,Shigella flexneri,Shigella flexneri
E8624,Acc poisn-solvents NEC,"Accidental poisoning by other specified solvents, not elsewhere classified"
3220,Nonpyogenic meningitis,Nonpyogenic meningitis
37775,Cortical blindness,Cortical blindness
E8581,Acc poisn-systemic agent,Accidental poisoning by primarily systemic agents
05313,Postherpes polyneuropath,Postherpetic polyneuropathy
87359,Open wnd face NEC-compl,"Open wound of other and multiple sites of face, complicated"
80622,T1-t6 fx-cl/ant cord syn,Closed fracture of T1-T6 level with anterior cord syndrome
37501,Acute dacryoadenitis,Acute dacryoadenitis
37489,Disorders of eyelid NEC,Other disorders of eyelid
37633,Orbital edema,Orbital edema or congestion
40403,Mal hyp ht/kd stg V w hf,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease"
7569,Musculoskel anom NEC/NOS,Other and unspecified anomalies of musculoskeletal system
E8231,Oth coll stndng obj-psgr,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger in motor vehicle other than motorcycle
73029,Osteomyelitis NOS-mult,"Unspecified osteomyelitis, multiple sites"
E9307,Adv eff antineop antbiot,Antineoplastic antibiotics causing adverse effects in therapeutic use
74922,Unil cleft palat/lip-inc,"Cleft palate with cleft lip, unilateral, incomplete"
7028,Other specf dermatoses,Other specified dermatoses
V2651,Tubal ligation status,Tubal ligation status
41419,Aneurysm of heart NEC,Other aneurysm of heart
1463,Malign neopl vallecula,Malignant neoplasm of vallecula epiglottica
E8793,Abn react-shock therapy,"Shock therapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
